p1/head:tx	p1/head:ty	p1/head:tz	p1/hand_l:tx	p1/hand_l:ty	p1/hand_l:tz	p1/hand_r:tx	p1/hand_r:ty	p1/hand_r:tz	p1/foot_l:tx	p1/foot_l:ty	p1/foot_l:tz	p1/foot_r:tx	p1/foot_r:ty	p1/foot_r:tz	p1/hip_l:tx	p1/hip_l:ty	p1/hip_l:tz	p1/hip_r:tx	p1/hip_r:ty	p1/hip_r:tz	p1/shoulder_l:tx	p1/shoulder_l:ty	p1/shoulder_l:tz	p1/shoulder_r:tx	p1/shoulder_r:ty	p1/shoulder_r:tz	p1/shoulder_c:tx	p1/shoulder_c:ty	p1/shoulder_c:tz	p1/knee_l:tx	p1/knee_l:ty	p1/knee_l:tz	p1/knee_r:tx	p1/knee_r:ty	p1/knee_r:tz	p1/elbow_l:tx	p1/elbow_l:ty	p1/elbow_l:tz	p1/elbow_r:tx	p1/elbow_r:ty	p1/elbow_r:tz
0.5932651	-0.3461231	3.81205	0.3050109	-0.5258892	4.04698	0.9213004	-0.999891	3.968548	0.4720398	-1.780519	3.724062	0.5743213	-1.826415	4.040085	0.4994038	-1.077563	4.027339	0.6480356	-1.102933	4.006024	0.4567835	-0.6350943	3.789832	0.7269014	-0.6091394	3.770853	0.596462	-0.5509313	3.830439	0.4740509	-1.445562	3.997438	0.6331279	-1.452358	4.215082	0.3463278	-0.8226674	3.817342	0.8862045	-0.8107392	3.826174
