p1/id	p1/hip:tx	p1/hip:ty	p1/hip:tz	p1/spine:tx	p1/spine:ty	p1/spine:tz	p1/neck:tx	p1/neck:ty	p1/neck:tz	p1/head:tx	p1/head:ty	p1/head:tz	p1/shoulder_l:tx	p1/shoulder_l:ty	p1/shoulder_l:tz	p1/elbow_l:tx	p1/elbow_l:ty	p1/elbow_l:tz	p1/wrist_l:tx	p1/wrist_l:ty	p1/wrist_l:tz	p1/hand_l:tx	p1/hand_l:ty	p1/hand_l:tz	p1/shoulder_r:tx	p1/shoulder_r:ty	p1/shoulder_r:tz	p1/elbow_r:tx	p1/elbow_r:ty	p1/elbow_r:tz	p1/wrist_r:tx	p1/wrist_r:ty	p1/wrist_r:tz	p1/hand_r:tx	p1/hand_r:ty	p1/hand_r:tz	p1/hip_l:tx	p1/hip_l:ty	p1/hip_l:tz	p1/knee_l:tx	p1/knee_l:ty	p1/knee_l:tz	p1/ankle_l:tx	p1/ankle_l:ty	p1/ankle_l:tz	p1/foot_l:tx	p1/foot_l:ty	p1/foot_l:tz	p1/hip_r:tx	p1/hip_r:ty	p1/hip_r:tz	p1/knee_r:tx	p1/knee_r:ty	p1/knee_r:tz	p1/ankle_r:tx	p1/ankle_r:ty	p1/ankle_r:tz	p1/foot_r:tx	p1/foot_r:ty	p1/foot_r:tz	p1/shoulder_c:tx	p1/shoulder_c:ty	p1/shoulder_c:tz	p1/handtip_l:tx	p1/handtip_l:ty	p1/handtip_l:tz	p1/thumb_l:tx	p1/thumb_l:ty	p1/thumb_l:tz	p1/handtip_r:tx	p1/handtip_r:ty	p1/handtip_r:tz	p1/thumb_r:tx	p1/thumb_r:ty	p1/thumb_r:tz
46	0.5126907	-1.351066	2.395916	0.5252784	-1.156626	2.186335	0.534557	-0.9586882	1.96771	0.5969284	-0.9178908	1.900536	0.3782088	-1.072346	2.069304	0.4637879	-1.102681	1.927189	0.4437657	-1.242496	1.916384	0.4269979	-1.291489	1.898879	0.601289	-1.023045	2.050316	0.7319882	-1.073433	2.014178	0.760301	-1.209367	2.032143	0.7707453	-1.256627	2.03999	0.450689	-1.338972	2.375197	0.3378616	-1.41502	2.500455	0.2519844	-1.205871	2.16655	0.2911075	-1.114347	2.085642	0.5631754	-1.333305	2.363432	0.4832311	-1.052794	2.254774	0.5760197	-1.422341	2.328574	0.5746455	-1.474387	2.253543	0.5328471	-1.008864	2.024114	0.4191747	-1.315193	1.904638	0.4252079	-1.270811	1.870732	0.7665747	-1.28659	2.052023	0.7507155	-1.242376	2.051515
46	0.5595316	-1.19579	2.417815	0.643454	-1.066816	2.223201	0.7270198	-0.936868	2.026973	0.8095518	-0.8947181	1.943897	0.6527124	-0.8483921	2.088514	0.5876184	-0.7702075	2.184874	0.5569237	-0.9483504	2.149615	0.5555922	-0.9913476	2.1403	0.8036982	-1.106845	2.038533	0.83222	-1.227797	2.042901	0.8861443	-1.343754	2.048543	0.9050356	-1.384212	2.053261	0.5182123	-1.131244	2.4048	0.5685968	-0.9016131	2.171808	0.4465318	-1.224935	2.33601	0.430826	-1.138559	2.345957	0.5897582	-1.234411	2.379639	0.6799703	-1.088037	2.13991	0.4914549	-1.236831	2.378415	0.4623299	-1.25803	2.256353	0.7078148	-0.9696336	2.0768	0.5718272	-1.042157	2.143599	0.5910028	-0.9854907	2.083343	0.8742071	-1.408098	2.08554	0.8504462	-1.345609	2.04576
46	0.5621549	-1.195008	2.420628	0.6435624	-1.067031	2.224613	0.7246679	-0.9369998	2.028362	0.806639	-0.8950654	1.944921	0.6495345	-0.8501838	2.091496	0.5856122	-0.7674723	2.179374	0.557101	-0.9463558	2.144551	0.5568146	-0.9892055	2.138162	0.8039302	-1.107166	2.038424	0.8300674	-1.228992	2.043497	0.8860127	-1.343991	2.048626	0.905579	-1.38411	2.053075	0.5206014	-1.1311	2.405982	0.5687496	-0.899902	2.174043	0.446604	-1.223327	2.338631	0.4294068	-1.139201	2.356944	0.5920877	-1.232379	2.384007	0.6794317	-1.085941	2.141101	0.4915468	-1.233357	2.378962	0.4624038	-1.254608	2.256878	0.7062307	-0.9698839	2.078282	0.5738234	-1.029442	2.128072	0.5919866	-0.9662527	2.077272	0.8747287	-1.407997	2.085325	0.8508934	-1.345547	2.045681
46	0.5621549	-1.195008	2.420628	0.6435624	-1.067031	2.224613	0.7246679	-0.9369998	2.028362	0.806639	-0.8950654	1.944921	0.6495345	-0.8501838	2.091496	0.5856122	-0.7674723	2.179374	0.557101	-0.9463558	2.144551	0.5568146	-0.9892055	2.138162	0.8039302	-1.107166	2.038424	0.8300674	-1.228992	2.043497	0.8860127	-1.343991	2.048626	0.905579	-1.38411	2.053075	0.5206014	-1.1311	2.405982	0.5687496	-0.899902	2.174043	0.446604	-1.223327	2.338631	0.4294068	-1.139201	2.356944	0.5920877	-1.232379	2.384007	0.6794317	-1.085941	2.141101	0.4915468	-1.233357	2.378962	0.4624038	-1.254608	2.256878	0.7062307	-0.9698839	2.078282	0.5738234	-1.029442	2.128072	0.5919866	-0.9662527	2.077272	0.8747287	-1.407997	2.085325	0.8508934	-1.345547	2.045681
46	0.5641549	-1.19456	2.422505	0.6436098	-1.067205	2.2259	0.7217091	-0.9371784	2.030171	0.8033335	-0.8955941	1.946294	0.6473209	-0.8514077	2.09347	0.5826822	-0.765562	2.174613	0.5565638	-0.9447997	2.139807	0.5576196	-0.9875942	2.136571	0.8040888	-1.107408	2.038282	0.8285496	-1.229895	2.043739	0.8856882	-1.344342	2.048693	0.9055155	-1.384313	2.053091	0.5225528	-1.131449	2.406605	0.5689101	-0.8987409	2.177606	0.4466968	-1.222287	2.342507	0.4273049	-1.14558	2.372203	0.5938372	-1.230915	2.386894	0.6791545	-1.084119	2.142026	0.4918865	-1.230553	2.379323	0.4627254	-1.251838	2.257222	0.7042477	-0.9701577	2.080043	0.5735625	-1.023336	2.124536	0.5917721	-0.9604412	2.075487	0.8746539	-1.408202	2.085324	0.8508767	-1.345689	2.045746
46	0.5641549	-1.19456	2.422505	0.6436098	-1.067205	2.2259	0.7217091	-0.9371784	2.030171	0.8033335	-0.8955941	1.946294	0.6473209	-0.8514077	2.09347	0.5826822	-0.765562	2.174613	0.5565638	-0.9447997	2.139807	0.5576196	-0.9875942	2.136571	0.8040888	-1.107408	2.038282	0.8285496	-1.229895	2.043739	0.8856882	-1.344342	2.048693	0.9055155	-1.384313	2.053091	0.5225528	-1.131449	2.406605	0.5689101	-0.8987409	2.177606	0.4466968	-1.222287	2.342507	0.4273049	-1.14558	2.372203	0.5938372	-1.230915	2.386894	0.6791545	-1.084119	2.142026	0.4918865	-1.230553	2.379323	0.4627254	-1.251838	2.257222	0.7042477	-0.9701577	2.080043	0.5735625	-1.023336	2.124536	0.5917721	-0.9604412	2.075487	0.8746539	-1.408202	2.085324	0.8508767	-1.345689	2.045746
46	0.5657821	-1.194019	2.423987	0.6435642	-1.06723	2.227256	0.7185721	-0.9372864	2.032108	0.7998853	-0.8961259	1.947771	0.6457474	-0.8522652	2.094815	0.5809599	-0.76463	2.171996	0.5557047	-0.9437025	2.13584	0.5583912	-0.9864476	2.135292	0.8042191	-1.107598	2.038124	0.8273677	-1.230605	2.043945	0.8854766	-1.3446	2.04874	0.9054936	-1.38446	2.053098	0.5240406	-1.131674	2.407065	0.5690567	-0.8977149	2.18153	0.4467897	-1.221375	2.346642	0.425492	-1.152621	2.385162	0.5955336	-1.229155	2.389348	0.6790495	-1.082512	2.142751	0.4923582	-1.228258	2.37956	0.4631804	-1.249566	2.257445	0.7020102	-0.9703094	2.081967	0.5737833	-1.020049	2.121752	0.5920842	-0.9571747	2.074396	0.8746243	-1.408352	2.085316	0.8508744	-1.345789	2.045795
46	0.5657821	-1.194019	2.423987	0.6435642	-1.06723	2.227256	0.7185721	-0.9372864	2.032108	0.7998853	-0.8961259	1.947771	0.6457474	-0.8522652	2.094815	0.5809599	-0.76463	2.171996	0.5557047	-0.9437025	2.13584	0.5583912	-0.9864476	2.135292	0.8042191	-1.107598	2.038124	0.8273677	-1.230605	2.043945	0.8854766	-1.3446	2.04874	0.9054936	-1.38446	2.053098	0.5240406	-1.131674	2.407065	0.5690567	-0.8977149	2.18153	0.4467897	-1.221375	2.346642	0.425492	-1.152621	2.385162	0.5955336	-1.229155	2.389348	0.6790495	-1.082512	2.142751	0.4923582	-1.228258	2.37956	0.4631804	-1.249566	2.257445	0.7020102	-0.9703094	2.081967	0.5737833	-1.020049	2.121752	0.5920842	-0.9571747	2.074396	0.8746243	-1.408352	2.085316	0.8508744	-1.345789	2.045795
46	0.5670913	-1.193739	2.425287	0.6433747	-1.067877	2.228309	0.7122104	-0.9442579	2.029489	0.7963033	-0.8970281	1.948318	0.6446004	-0.8528808	2.095759	0.578253	-0.7638354	2.169211	0.5547259	-0.9428487	2.132541	0.5588978	-0.9855524	2.134372	0.8043159	-1.107748	2.037947	0.8260663	-1.23126	2.044205	0.8852419	-1.344819	2.048777	0.9054584	-1.384574	2.053099	0.5254335	-1.13202	2.407828	0.5691006	-0.8972526	2.185897	0.446792	-1.221017	2.35115	0.4244446	-1.156341	2.392921	0.5966915	-1.228192	2.391018	0.6790561	-1.081149	2.143328	0.4928765	-1.226432	2.379725	0.4636841	-1.247754	2.2576	0.6979434	-0.9745749	2.081571	0.5738882	-1.017559	2.120075	0.5917225	-0.9543291	2.074144	0.874581	-1.408468	2.085305	0.8508695	-1.345866	2.045831
46	0.5670913	-1.193739	2.425287	0.6433747	-1.067877	2.228309	0.7122104	-0.9442579	2.029489	0.7963033	-0.8970281	1.948318	0.6446004	-0.8528808	2.095759	0.578253	-0.7638354	2.169211	0.5547259	-0.9428487	2.132541	0.5588978	-0.9855524	2.134372	0.8043159	-1.107748	2.037947	0.8260663	-1.23126	2.044205	0.8852419	-1.344819	2.048777	0.9054584	-1.384574	2.053099	0.5254335	-1.13202	2.407828	0.5691006	-0.8972526	2.185897	0.446792	-1.221017	2.35115	0.4244446	-1.156341	2.392921	0.5966915	-1.228192	2.391018	0.6790561	-1.081149	2.143328	0.4928765	-1.226432	2.379725	0.4636841	-1.247754	2.2576	0.6979434	-0.9745749	2.081571	0.5738882	-1.017559	2.120075	0.5917225	-0.9543291	2.074144	0.874581	-1.408468	2.085305	0.8508695	-1.345866	2.045831
